,,"Transaction_Date_&_Time,Transaction_Value,Remarks,Transaction_Type,Age,Gender,Occupation,Industry"
Test1,256,"1/4/2020 18:35,21389,House Installment,Instant Transfer,84,Female,Financial planner,Eletrical & Electronic"
Test1,257,"1/23/2020 8:44,75143,Car Installment,Duitnow,83,Male,""Psychologist, educational"",Oil and Gas"
Test1,258,"4/4/2020 19:32,97454,Car Installment,IBG,95,Female,Environmental health practitioner,Oil and Gas"
Test1,259,"3/26/2020 14:47,28225,House Installment,IBG,75,Female,""Exhibitions officer, museum/gallery"",Finance & Banking"
Test1,260,"1/9/2020 15:13,76203,House Installment,Instant Transfer,57,Male,Insurance broker,Construction"
Test1,261,"3/7/2020 11:47,56340,Utility,Duitnow,20,Female,Human resources officer,Transport Network"
Test1,262,"3/9/2020 7:13,45467,Credit Card Installment,Duitnow,27,Female,Health and safety adviser,Defence"
Test1,263,"1/9/2020 17:47,26115,Car Installment,Instant Transfer,78,Male,Field trials officer,Energy"
Test1,264,"1/20/2020 6:58,246,Car Installment,Instant Transfer,37,Male,Research scientist (life sciences),Construction"
Test1,265,"1/26/2020 11:40,72816,Utility,Instant Transfer,66,Female,""Nurse, children's"",Energy"
Test1,266,"2/27/2020 9:23,1293,Credit Card Installment,Instant Transfer,72,Male,Investment analyst,Automotive"
Test1,267,"2/13/2020 4:37,95383,Credit Card Installment,Instant Transfer,77,Male,""Librarian, public"",Construction"
Test1,268,"4/21/2020 15:22,19042,Transaction,Duitnow,18,Male,Outdoor activities/education manager,Transport Network"
Test1,269,"2/28/2020 4:20,99914,Credit Card Installment,Duitnow,40,Female,Community arts worker,Construction"
Test1,270,"3/10/2020 5:12,63869,House Installment,IBG,44,Female,Customer service manager,Construction"
Test1,271,"1/8/2020 6:49,28214,Car Installment,Duitnow,61,Female,Retail banker,Tourism"
Test1,272,"2/5/2020 15:40,16926,Car Installment,IBG,43,Female,Arboriculturist,Construction"
Test1,273,"4/4/2020 3:26,9874,Car Installment,Instant Transfer,67,Male,Manufacturing systems engineer,Oil and Gas"
Test1,274,"3/5/2020 2:04,15379,Transaction,Instant Transfer,62,Male,Educational psychologist,Tourism"
Test1,275,"1/9/2020 5:58,22042,Transaction,Instant Transfer,56,Female,""Production designer, theatre/television/film"",Transport Network"
Test1,276,"2/16/2020 22:44,45849,Utility,Instant Transfer,99,Female,Water engineer,Eletrical & Electronic"
Test1,277,"5/6/2020 17:00,54678,House Installment,Instant Transfer,99,Male,Administrator,Construction"
Test1,278,"3/26/2020 9:22,10778,Transaction,Duitnow,74,Male,Network engineer,Finance & Banking"
Test1,279,"5/12/2020 6:35,94268,House Installment,Duitnow,61,Female,Tax adviser,Finance & Banking"
Test1,280,"1/5/2020 11:20,28321,Utility,IBG,74,Male,Production engineer,Finance & Banking"
Test1,281,"2/6/2020 15:28,36412,Credit Card Installment,Instant Transfer,24,Female,""Surveyor, planning and development"",Defence"
Test1,282,"3/19/2020 18:02,27635,Car Installment,IBG,85,Male,Fitness centre manager,Medical Tourism"
Test1,283,"5/12/2020 1:43,12885,Transaction,Instant Transfer,27,Female,Production manager,Medical Tourism"
Test1,284,"1/16/2020 17:47,87995,Transaction,Duitnow,34,Female,Licensed conveyancer,Tourism"
Test1,285,"1/9/2020 13:01,41775,Transaction,Duitnow,36,Female,""Social research officer, government"",Automotive"
Test1,286,"2/10/2020 23:44,31214,Utility,IBG,71,Male,""Scientist, clinical (histocompatibility and immunogenetics)"",Tourism"
Test1,287,"5/10/2020 4:37,57744,Utility,IBG,60,Female,""Editor, commissioning"",Medical Tourism"
Test1,288,"3/24/2020 7:33,33157,Car Installment,IBG,81,Male,Tax adviser,Energy"
Test1,289,"1/4/2020 5:24,11876,Credit Card Installment,IBG,92,Male,Youth worker,Eletrical & Electronic"
Test1,290,"1/9/2020 21:50,61309,Car Installment,Instant Transfer,90,Male,""Scientist, biomedical"",Transport Network"
Test1,291,"2/17/2020 17:41,99156,House Installment,Instant Transfer,93,Male,Regulatory affairs officer,Transport Network"
Test1,292,"3/29/2020 17:44,9053,Utility,Duitnow,61,Female,""Programmer, multimedia"",Finance & Banking"
Test1,293,"3/30/2020 5:07,18583,House Installment,Duitnow,73,Female,Dispensing optician,Eletrical & Electronic"
Test1,294,"4/12/2020 9:13,39205,Utility,Instant Transfer,42,Male,Office manager,Defence"
Test1,295,"2/20/2020 11:04,8702,Credit Card Installment,IBG,32,Male,""Research officer, government"",Construction"
Test1,296,"2/26/2020 14:36,98631,Utility,Duitnow,41,Female,Agricultural consultant,Oil and Gas"
Test1,297,"2/21/2020 21:36,29003,House Installment,Duitnow,97,Female,Financial manager,Transport Network"
Test1,298,"3/2/2020 5:02,31892,Utility,Duitnow,59,Male,Housing manager/officer,Construction"
Test1,299,"2/27/2020 9:10,6489,Credit Card Installment,Instant Transfer,84,Male,TEFL teacher,Oil and Gas"
Test1,300,"4/9/2020 4:44,55527,Credit Card Installment,Instant Transfer,81,Male,Financial planner,Automotive"
Test1,301,"1/28/2020 13:16,37254,Utility,Instant Transfer,35,Female,""Engineer, manufacturing systems"",Tourism"
Test1,302,"3/28/2020 13:14,46496,Utility,IBG,92,Male,""Engineer, production"",Tourism"
Test1,303,"3/17/2020 10:04,6825,Utility,IBG,36,Male,""Radiographer, therapeutic"",Eletrical & Electronic"
Test1,304,"2/14/2020 13:02,55566,Transaction,Instant Transfer,98,Male,Health physicist,Eletrical & Electronic"
Test1,305,"5/8/2020 10:32,13248,Utility,Duitnow,87,Female,Office manager,Oil and Gas"
Test1,306,"3/18/2020 11:59,57473,Transaction,IBG,77,Female,Advertising account executive,Tourism"
Test1,307,"1/29/2020 15:25,6313,Transaction,Instant Transfer,69,Male,Government social research officer,Construction"
Test1,308,"1/11/2020 9:32,38853,House Installment,Instant Transfer,34,Male,Environmental education officer,Defence"
Test1,309,"2/22/2020 4:37,85586,Credit Card Installment,Duitnow,95,Male,""Surveyor, mining"",Automotive"
Test1,310,"1/6/2020 13:27,11304,Transaction,Duitnow,40,Male,""Scientist, research (physical sciences)"",Automotive"
Test1,311,"3/21/2020 13:51,16169,Credit Card Installment,IBG,34,Female,Ranger/warden,Tourism"
Test1,312,"2/4/2020 19:31,46403,Transaction,Duitnow,62,Male,""Programmer, applications"",Eletrical & Electronic"
Test1,313,"2/9/2020 0:31,28236,House Installment,Duitnow,91,Female,""Biochemist, clinical"",Transport Network"
Test1,314,"1/15/2020 23:07,41525,Credit Card Installment,Duitnow,92,Male,Geochemist,Finance & Banking"
Test1,315,"4/29/2020 20:31,87534,Utility,IBG,79,Male,Trade union research officer,Automotive"
Test1,316,"4/18/2020 4:02,7342,Transaction,IBG,99,Male,Primary school teacher,Oil and Gas"
Test1,317,"1/31/2020 9:15,57684,Utility,IBG,94,Male,""Journalist, newspaper"",Automotive"
Test1,318,"2/28/2020 2:21,83313,House Installment,IBG,90,Female,Advertising copywriter,Tourism"
Test1,319,"3/18/2020 22:59,33029,Car Installment,IBG,52,Female,Water quality scientist,Defence"
Test1,320,"4/13/2020 21:37,39434,Utility,IBG,26,Male,Insurance underwriter,Energy"
Test1,321,"5/1/2020 12:01,15383,House Installment,IBG,38,Female,Commercial horticulturist,Tourism"
Test1,322,"1/2/2020 11:40,83655,Car Installment,IBG,71,Male,Curator,Tourism"
Test1,323,"3/4/2020 7:18,81058,Utility,Instant Transfer,24,Female,Town planner,Eletrical & Electronic"
Test1,324,"4/16/2020 13:10,80567,Utility,Duitnow,92,Female,Occupational therapist,Medical Tourism"
Test1,325,"4/30/2020 19:30,22102,Credit Card Installment,Instant Transfer,38,Male,Visual merchandiser,Tourism"
Test1,326,"3/27/2020 2:07,31011,Transaction,Duitnow,60,Male,Analytical chemist,Eletrical & Electronic"
Test1,327,"2/29/2020 11:54,64524,Car Installment,IBG,45,Female,Farm manager,Medical Tourism"
Test1,328,"2/2/2020 13:21,34272,Car Installment,Instant Transfer,91,Male,""Administrator, education"",Finance & Banking"
Test1,329,"2/25/2020 19:54,75628,House Installment,Duitnow,69,Male,Public librarian,Finance & Banking"
Test1,330,"1/22/2020 17:13,66193,Car Installment,Duitnow,27,Male,Catering manager,Oil and Gas"
Test1,331,"3/23/2020 16:51,14690,Utility,Instant Transfer,32,Male,Forensic psychologist,Medical Tourism"
Test1,332,"2/29/2020 14:13,34263,Transaction,Duitnow,54,Male,Magazine journalist,Transport Network"
Test1,333,"4/5/2020 19:48,13884,House Installment,Duitnow,51,Male,""Pharmacist, community"",Energy"
Test1,334,"2/27/2020 18:43,84465,Credit Card Installment,Duitnow,33,Male,Forest/woodland manager,Defence"
Test1,335,"1/29/2020 19:22,55382,House Installment,Duitnow,94,Female,Warden/ranger,Energy"
Test1,336,"3/6/2020 4:00,56059,Car Installment,IBG,30,Female,""Investment banker, corporate"",Tourism"
Test1,337,"5/7/2020 20:11,60448,Credit Card Installment,Duitnow,51,Male,Insurance underwriter,Tourism"
Test1,338,"5/2/2020 3:53,26389,House Installment,IBG,77,Male,Dance movement psychotherapist,Medical Tourism"
Test1,339,"1/13/2020 8:51,25008,Utility,Instant Transfer,41,Male,Advertising copywriter,Construction"
Test1,340,"3/21/2020 20:29,22438,Car Installment,Duitnow,88,Male,Records manager,Energy"
Test1,341,"5/1/2020 6:15,21130,Utility,Duitnow,37,Male,""Social research officer, government"",Eletrical & Electronic"
Test1,342,"5/8/2020 0:08,60796,Credit Card Installment,IBG,93,Male,""Social research officer, government"",Transport Network"
Test1,343,"1/31/2020 11:13,47383,House Installment,IBG,91,Female,""Psychologist, clinical"",Finance & Banking"
Test1,344,"4/11/2020 1:03,49449,Transaction,Duitnow,87,Female,Surgeon,Finance & Banking"
Test1,345,"3/26/2020 13:29,92895,Car Installment,Instant Transfer,82,Female,Physiological scientist,Construction"
Test1,346,"3/12/2020 11:22,42663,Car Installment,IBG,36,Female,Facilities manager,Automotive"
Test1,347,"2/1/2020 17:36,53967,Car Installment,IBG,80,Female,Management consultant,Medical Tourism"
Test1,348,"2/24/2020 1:01,1321,Credit Card Installment,Duitnow,49,Female,""Administrator, arts"",Tourism"
Test1,349,"3/26/2020 14:33,48719,House Installment,IBG,91,Male,Marine scientist,Tourism"
Test1,350,"3/14/2020 10:35,2086,House Installment,Instant Transfer,73,Male,Orthoptist,Tourism"
Test1,351,"1/31/2020 16:27,28882,Transaction,IBG,28,Male,Meteorologist,Energy"
Test1,352,"1/21/2020 22:01,44875,House Installment,Duitnow,25,Male,Research scientist (physical sciences),Construction"
Test1,353,"1/2/2020 14:48,32159,Car Installment,Duitnow,53,Female,Architectural technologist,Tourism"
Test1,354,"3/5/2020 2:06,36741,Car Installment,Instant Transfer,22,Male,Sales promotion account executive,Transport Network"
Test1,355,"3/22/2020 7:32,30583,Credit Card Installment,Instant Transfer,35,Female,""Conservation officer, nature"",Construction"
Test1,356,"1/31/2020 23:29,54384,Credit Card Installment,IBG,44,Male,Careers adviser,Medical Tourism"
Test1,357,"3/14/2020 19:53,73487,Transaction,IBG,66,Male,""Editor, commissioning"",Tourism"
Test1,358,"1/4/2020 10:12,42643,Car Installment,Instant Transfer,33,Female,Environmental manager,Tourism"
Test1,359,"3/3/2020 9:50,19852,Transaction,Instant Transfer,94,Male,""Therapist, nutritional"",Medical Tourism"
Test1,360,"2/4/2020 15:39,78199,Utility,Instant Transfer,95,Female,Social worker,Finance & Banking"
Test1,361,"1/9/2020 16:37,71752,Utility,IBG,32,Male,Financial manager,Finance & Banking"
Test1,362,"3/24/2020 0:27,66823,Credit Card Installment,Instant Transfer,97,Male,""Physicist, medical"",Tourism"
Test1,363,"4/16/2020 11:35,90322,Car Installment,Duitnow,82,Male,Tourist information centre manager,Eletrical & Electronic"
Test1,364,"3/10/2020 22:18,10853,Utility,IBG,95,Male,Geophysicist/field seismologist,Oil and Gas"
Test1,365,"4/23/2020 8:28,39848,Credit Card Installment,IBG,71,Female,Speech and language therapist,Defence"
Test1,366,"1/21/2020 9:07,89669,Car Installment,Instant Transfer,88,Male,Clinical biochemist,Oil and Gas"
Test1,367,"1/30/2020 2:39,46622,House Installment,Instant Transfer,46,Female,Trade union research officer,Eletrical & Electronic"
Test1,368,"2/29/2020 12:41,52948,House Installment,Instant Transfer,43,Female,Ambulance person,Defence"
Test1,369,"4/19/2020 4:48,45154,Transaction,Duitnow,97,Female,Animator,Medical Tourism"
Test1,370,"1/2/2020 17:20,99226,Transaction,IBG,73,Female,Geophysicist/field seismologist,Tourism"
Test1,371,"1/28/2020 5:33,80961,House Installment,Instant Transfer,29,Female,""Therapist, occupational"",Transport Network"
Test1,372,"1/18/2020 22:09,47377,Car Installment,Instant Transfer,33,Female,Sport and exercise psychologist,Defence"
Test1,373,"1/18/2020 19:55,99700,Transaction,IBG,57,Female,Furniture designer,Eletrical & Electronic"
Test1,374,"5/11/2020 13:31,78839,Utility,IBG,96,Male,""Geneticist, molecular"",Defence"
Test1,375,"2/29/2020 19:33,59084,Transaction,Instant Transfer,24,Male,Water quality scientist,Eletrical & Electronic"
Test1,376,"3/17/2020 16:29,26818,House Installment,Instant Transfer,59,Male,""Teacher, music"",Construction"
Test1,377,"3/3/2020 17:05,44784,House Installment,IBG,36,Female,Fish farm manager,Construction"
Test1,378,"4/1/2020 8:11,99397,Transaction,Instant Transfer,82,Female,Systems developer,Tourism"
Test1,379,"5/11/2020 3:23,19490,Credit Card Installment,IBG,92,Female,""Scientist, physiological"",Finance & Banking"
Test1,380,"1/5/2020 14:26,25987,Transaction,Duitnow,69,Female,Photographer,Medical Tourism"
Test1,381,"5/10/2020 3:06,79153,Utility,IBG,27,Female,Public relations officer,Energy"
Test1,382,"5/8/2020 6:48,35060,Transaction,Instant Transfer,33,Female,Quarry manager,Construction"
Test1,383,"2/16/2020 17:28,8454,Utility,Instant Transfer,38,Female,""Journalist, newspaper"",Medical Tourism"
Test1,384,"1/10/2020 22:01,65045,Transaction,Duitnow,97,Female,""Therapist, drama"",Eletrical & Electronic"
Test1,385,"2/9/2020 12:27,26568,House Installment,IBG,27,Female,Pathologist,Medical Tourism"
Test1,386,"3/19/2020 0:53,91006,Car Installment,Duitnow,81,Female,Chartered public finance accountant,Automotive"
Test1,387,"2/5/2020 13:49,75433,Credit Card Installment,Instant Transfer,95,Male,Chartered accountant,Finance & Banking"
Test1,388,"4/25/2020 17:12,7419,House Installment,Duitnow,35,Male,Charity officer,Finance & Banking"
Test1,389,"2/5/2020 7:08,64181,Car Installment,Instant Transfer,94,Male,""Engineer, technical sales"",Construction"
Test1,390,"4/13/2020 6:00,63277,Car Installment,IBG,53,Female,Corporate investment banker,Defence"
Test1,391,"2/24/2020 16:30,88985,House Installment,IBG,67,Female,Graphic designer,Tourism"
Test1,392,"3/19/2020 0:19,91024,Transaction,IBG,57,Male,Retail banker,Construction"
Test1,393,"3/11/2020 23:16,24173,House Installment,IBG,36,Female,Aeronautical engineer,Energy"
Test1,394,"4/25/2020 7:34,12575,Utility,Duitnow,52,Female,Geochemist,Transport Network"
Test1,395,"4/4/2020 22:45,50687,Car Installment,IBG,60,Male,Air cabin crew,Construction"
Test1,396,"4/15/2020 1:24,95690,Transaction,IBG,70,Male,Marketing executive,Automotive"
Test1,397,"1/17/2020 11:47,65631,House Installment,IBG,63,Female,Early years teacher,Eletrical & Electronic"
Test1,398,"4/25/2020 7:45,43436,Transaction,Duitnow,94,Female,""Engineer, automotive"",Energy"
Test1,399,"2/3/2020 23:43,62104,Utility,IBG,28,Male,Operational researcher,Energy"
Test1,400,"5/12/2020 8:14,99057,Car Installment,IBG,40,Female,Materials engineer,Medical Tourism"
Test1,401,"4/19/2020 11:52,63014,House Installment,Duitnow,64,Male,""Teacher, music"",Construction"
Test1,402,"1/31/2020 3:43,2232,Utility,IBG,43,Male,""Psychotherapist, child"",Construction"
Test1,403,"4/8/2020 13:03,84545,Credit Card Installment,Duitnow,32,Male,Industrial buyer,Defence"
Test1,404,"4/26/2020 19:53,67812,Transaction,Instant Transfer,92,Female,Broadcast journalist,Automotive"
Test1,405,"2/9/2020 22:19,709,Credit Card Installment,IBG,61,Male,Chief Financial Officer,Energy"
Test1,406,"2/12/2020 2:49,14512,Credit Card Installment,Instant Transfer,85,Female,Drilling engineer,Construction"
Test1,407,"1/19/2020 4:09,75273,Transaction,IBG,33,Male,""Therapist, art"",Transport Network"
Test1,408,"4/2/2020 3:04,49463,Utility,Instant Transfer,36,Male,Civil Service administrator,Transport Network"
Test1,409,"1/28/2020 7:18,99616,Utility,IBG,25,Female,Health and safety inspector,Defence"
Test1,410,"2/1/2020 14:57,8902,Transaction,Duitnow,68,Female,""Accountant, chartered"",Transport Network"
Test1,411,"4/18/2020 17:42,99411,Car Installment,Duitnow,60,Female,Exercise physiologist,Energy"
Test1,412,"3/20/2020 18:43,4495,Credit Card Installment,Duitnow,39,Female,Homeopath,Finance & Banking"
Test1,413,"3/23/2020 16:04,34350,Utility,IBG,51,Male,Clinical cytogeneticist,Transport Network"
Test1,414,"4/25/2020 0:52,76727,House Installment,IBG,98,Female,Cabin crew,Eletrical & Electronic"
Test1,415,"2/24/2020 4:51,70211,Car Installment,IBG,45,Female,Probation officer,Construction"
Test1,416,"1/12/2020 19:04,99800,House Installment,IBG,79,Male,Catering manager,Finance & Banking"
Test1,417,"2/6/2020 7:46,349,Utility,Duitnow,95,Male,Water engineer,Tourism"
Test1,418,"4/5/2020 7:52,17953,Transaction,Instant Transfer,52,Female,Pensions consultant,Defence"
Test1,419,"5/1/2020 13:53,69595,House Installment,Instant Transfer,35,Female,Newspaper journalist,Oil and Gas"
Test1,420,"3/17/2020 6:52,867,Car Installment,Duitnow,86,Male,Music therapist,Eletrical & Electronic"
Test1,421,"3/9/2020 3:29,52164,Utility,IBG,99,Female,""Engineer, land"",Construction"
Test1,422,"2/26/2020 18:18,73901,Car Installment,IBG,73,Female,""Teacher, primary school"",Transport Network"
Test1,423,"4/5/2020 21:09,20312,Credit Card Installment,Duitnow,67,Female,""Civil engineer, contracting"",Energy"
Test1,424,"3/28/2020 16:58,97780,Transaction,Duitnow,19,Male,Chiropodist,Eletrical & Electronic"
Test1,425,"5/11/2020 22:36,32069,Car Installment,Duitnow,63,Female,Paediatric nurse,Defence"
Test1,426,"1/22/2020 21:55,12527,House Installment,Instant Transfer,52,Male,Heritage manager,Eletrical & Electronic"
Test1,427,"4/27/2020 11:38,80547,Credit Card Installment,Duitnow,64,Female,Food technologist,Energy"
Test1,428,"2/10/2020 12:24,36124,House Installment,Instant Transfer,63,Male,Careers adviser,Medical Tourism"
Test1,429,"1/12/2020 22:31,43074,Transaction,Instant Transfer,57,Male,""Horticulturist, commercial"",Defence"
Test1,430,"3/10/2020 12:59,34484,Car Installment,Duitnow,31,Male,Waste management officer,Energy"
Test1,431,"2/6/2020 11:58,19439,Utility,IBG,51,Female,Armed forces training and education officer,Defence"
Test1,432,"3/15/2020 3:34,97585,Transaction,Instant Transfer,87,Female,""Education officer, environmental"",Eletrical & Electronic"
Test1,433,"4/23/2020 11:33,67089,Car Installment,Instant Transfer,63,Male,Land,Energy"
