Transaction_Date_&_Time,Transaction_Value,Remarks,Transaction_Type,Age,Gender,Occupation,Industry
3/28/2020 13:14,46496,Utility,IBG,92,Male,"Engineer, production",Tourism
3/17/2020 10:04,6825,Utility,IBG,36,Male,"Radiographer, therapeutic",Eletrical & Electronic
2/14/2020 13:02,55566,Transaction,Instant Transfer,98,Male,Health physicist,Eletrical & Electronic
5/8/2020 10:32,13248,Utility,Duitnow,87,Female,Office manager,Oil and Gas
3/18/2020 11:59,57473,Transaction,IBG,77,Female,Advertising account executive,Tourism
1/29/2020 15:25,6313,Transaction,Instant Transfer,69,Male,Government social research officer,Construction
1/11/2020 9:32,38853,House Installment,Instant Transfer,34,Male,Environmental education officer,Defence
2/22/2020 4:37,85586,Credit Card Installment,Duitnow,95,Male,"Surveyor, mining",Automotive
1/6/2020 13:27,11304,Transaction,Duitnow,40,Male,"Scientist, research (physical sciences)",Automotive
3/21/2020 13:51,16169,Credit Card Installment,IBG,34,Female,Ranger/warden,Tourism
2/4/2020 19:31,46403,Transaction,Duitnow,62,Male,"Programmer, applications",Eletrical & Electronic
2/9/2020 0:31,28236,House Installment,Duitnow,91,Female,"Biochemist, clinical",Transport Network
1/15/2020 23:07,41525,Credit Card Installment,Duitnow,92,Male,Geochemist,Finance & Banking
4/29/2020 20:31,87534,Utility,IBG,79,Male,Trade union research officer,Automotive
4/18/2020 4:02,7342,Transaction,IBG,99,Male,Primary school teacher,Oil and Gas
1/31/2020 9:15,57684,Utility,IBG,94,Male,"Journalist, newspaper",Automotive
2/28/2020 2:21,83313,House Installment,IBG,90,Female,Advertising copywriter,Tourism
3/18/2020 22:59,33029,Car Installment,IBG,52,Female,Water quality scientist,Defence
4/13/2020 21:37,39434,Utility,IBG,26,Male,Insurance underwriter,Energy
5/1/2020 12:01,15383,House Installment,IBG,38,Female,Commercial horticulturist,Tourism
1/2/2020 11:40,83655,Car Installment,IBG,71,Male,Curator,Tourism
3/4/2020 7:18,81058,Utility,Instant Transfer,24,Female,Town planner,Eletrical & Electronic
4/16/2020 13:10,80567,Utility,Duitnow,92,Female,Occupational therapist,Medical Tourism
4/30/2020 19:30,22102,Credit Card Installment,Instant Transfer,38,Male,Visual merchandiser,Tourism
3/27/2020 2:07,31011,Transaction,Duitnow,60,Male,Analytical chemist,Eletrical & Electronic
2/29/2020 11:54,64524,Car Installment,IBG,45,Female,Farm manager,Medical Tourism
2/2/2020 13:21,34272,Car Installment,Instant Transfer,91,Male,"Administrator, education",Finance & Banking
2/25/2020 19:54,75628,House Installment,Duitnow,69,Male,Public librarian,Finance & Banking
1/22/2020 17:13,66193,Car Installment,Duitnow,27,Male,Catering manager,Oil and Gas
3/23/2020 16:51,14690,Utility,Instant Transfer,32,Male,Forensic psychologist,Medical Tourism
2/29/2020 14:13,34263,Transaction,Duitnow,54,Male,Magazine journalist,Transport Network
4/5/2020 19:48,13884,House Installment,Duitnow,51,Male,"Pharmacist, community",Energy
2/27/2020 18:43,84465,Credit Card Installment,Duitnow,33,Male,Forest/woodland manager,Defence
1/29/2020 19:22,55382,House Installment,Duitnow,94,Female,Warden/ranger,Energy
3/6/2020 4:00,56059,Car Installment,IBG,30,Female,"Investment banker, corporate",Tourism
5/7/2020 20:11,60448,Credit Card Installment,Duitnow,51,Male,Insurance underwriter,Tourism
5/2/2020 3:53,26389,House Installment,IBG,77,Male,Dance movement psychotherapist,Medical Tourism
1/13/2020 8:51,25008,Utility,Instant Transfer,41,Male,Advertising copywriter,Construction
3/21/2020 20:29,22438,Car Installment,Duitnow,88,Male,Records manager,Energy
5/1/2020 6:15,21130,Utility,Duitnow,37,Male,"Social research officer, government",Eletrical & Electronic
5/8/2020 0:08,60796,Credit Card Installment,IBG,93,Male,"Social research officer, government",Transport Network
1/31/2020 11:13,47383,House Installment,IBG,91,Female,"Psychologist, clinical",Finance & Banking
4/11/2020 1:03,49449,Transaction,Duitnow,87,Female,Surgeon,Finance & Banking
3/26/2020 13:29,92895,Car Installment,Instant Transfer,82,Female,Physiological scientist,Construction
3/12/2020 11:22,42663,Car Installment,IBG,36,Female,Facilities manager,Automotive
2/1/2020 17:36,53967,Car Installment,IBG,80,Female,Management consultant,Medical Tourism
2/24/2020 1:01,1321,Credit Card Installment,Duitnow,49,Female,"Administrator, arts",Tourism
3/26/2020 14:33,48719,House Installment,IBG,91,Male,Marine scientist,Tourism
3/14/2020 10:35,2086,House Installment,Instant Transfer,73,Male,Orthoptist,Tourism
1/31/2020 16:27,28882,Transaction,IBG,28,Male,Meteorologist,Energy
1/21/2020 22:01,44875,House Installment,Duitnow,25,Male,Research scientist (physical sciences),Construction
1/2/2020 14:48,32159,Car Installment,Duitnow,53,Female,Architectural technologist,Tourism
3/5/2020 2:06,36741,Car Installment,Instant Transfer,22,Male,Sales promotion account executive,Transport Network
3/22/2020 7:32,30583,Credit Card Installment,Instant Transfer,35,Female,"Conservation officer, nature",Construction
1/31/2020 23:29,54384,Credit Card Installment,IBG,44,Male,Careers adviser,Medical Tourism
3/14/2020 19:53,73487,Transaction,IBG,66,Male,"Editor, commissioning",Tourism
1/4/2020 10:12,42643,Car Installment,Instant Transfer,33,Female,Environmental manager,Tourism
3/3/2020 9:50,19852,Transaction,Instant Transfer,94,Male,"Therapist, nutritional",Medical Tourism
2/4/2020 15:39,78199,Utility,Instant Transfer,95,Female,Social worker,Finance & Banking
1/9/2020 16:37,71752,Utility,IBG,32,Male,Financial manager,Finance & Banking
3/24/2020 0:27,66823,Credit Card Installment,Instant Transfer,97,Male,"Physicist, medical",Tourism
4/16/2020 11:35,90322,Car Installment,Duitnow,82,Male,Tourist information centre manager,Eletrical & Electronic
3/10/2020 22:18,10853,Utility,IBG,95,Male,Geophysicist/field seismologist,Oil and Gas
4/23/2020 8:28,39848,Credit Card Installment,IBG,71,Female,Speech and language therapist,Defence
1/21/2020 9:07,89669,Car Installment,Instant Transfer,88,Male,Clinical biochemist,Oil and Gas
1/30/2020 2:39,46622,House Installment,Instant Transfer,46,Female,Trade union research officer,Eletrical & Electronic
2/29/2020 12:41,52948,House Installment,Instant Transfer,43,Female,Ambulance person,Defence
4/19/2020 4:48,45154,Transaction,Duitnow,97,Female,Animator,Medical Tourism
1/2/2020 17:20,99226,Transaction,IBG,73,Female,Geophysicist/field seismologist,Tourism
1/28/2020 5:33,80961,House Installment,Instant Transfer,29,Female,"Therapist, occupational",Transport Network
1/18/2020 22:09,47377,Car Installment,Instant Transfer,33,Female,Sport and exercise psychologist,Defence
1/18/2020 19:55,99700,Transaction,IBG,57,Female,Furniture designer,Eletrical & Electronic
5/11/2020 13:31,78839,Utility,IBG,96,Male,"Geneticist, molecular",Defence
2/29/2020 19:33,59084,Transaction,Instant Transfer,24,Male,Water quality scientist,Eletrical & Electronic
3/17/2020 16:29,26818,House Installment,Instant Transfer,59,Male,"Teacher, music",Construction
3/3/2020 17:05,44784,House Installment,IBG,36,Female,Fish farm manager,Construction
4/1/2020 8:11,99397,Transaction,Instant Transfer,82,Female,Systems developer,Tourism
5/11/2020 3:23,19490,Credit Card Installment,IBG,92,Female,"Scientist, physiological",Finance & Banking
1/5/2020 14:26,25987,Transaction,Duitnow,69,Female,Photographer,Medical Tourism
5/10/2020 3:06,79153,Utility,IBG,27,Female,Public relations officer,Energy
5/8/2020 6:48,35060,Transaction,Instant Transfer,33,Female,Quarry manager,Construction
2/16/2020 17:28,8454,Utility,Instant Transfer,38,Female,"Journalist, newspaper",Medical Tourism
1/10/2020 22:01,65045,Transaction,Duitnow,97,Female,"Therapist, drama",Eletrical & Electronic
2/9/2020 12:27,26568,House Installment,IBG,27,Female,Pathologist,Medical Tourism
3/19/2020 0:53,91006,Car Installment,Duitnow,81,Female,Chartered public finance accountant,Automotive
2/5/2020 13:49,75433,Credit Card Installment,Instant Transfer,95,Male,Chartered accountant,Finance & Banking
4/25/2020 17:12,7419,House Installment,Duitnow,35,Male,Charity officer,Finance & Banking
2/5/2020 7:08,64181,Car Installment,Instant Transfer,94,Male,"Engineer, technical sales",Construction
4/13/2020 6:00,63277,Car Installment,IBG,53,Female,Corporate investment banker,Defence
2/24/2020 16:30,88985,House Installment,IBG,67,Female,Graphic designer,Tourism
3/19/2020 0:19,91024,Transaction,IBG,57,Male,Retail banker,Construction
3/11/2020 23:16,24173,House Installment,IBG,36,Female,Aeronautical engineer,Energy
4/25/2020 7:34,12575,Utility,Duitnow,52,Female,Geochemist,Transport Network
4/4/2020 22:45,50687,Car Installment,IBG,60,Male,Air cabin crew,Construction
4/15/2020 1:24,95690,Transaction,IBG,70,Male,Marketing executive,Automotive
1/17/2020 11:47,65631,House Installment,IBG,63,Female,Early years teacher,Eletrical & Electronic
4/25/2020 7:45,43436,Transaction,Duitnow,94,Female,"Engineer, automotive",Energy
2/3/2020 23:43,62104,Utility,IBG,28,Male,Operational researcher,Energy
5/12/2020 8:14,99057,Car Installment,IBG,40,Female,Materials engineer,Medical Tourism
4/19/2020 11:52,63014,House Installment,Duitnow,64,Male,"Teacher, music",Construction
1/31/2020 3:43,2232,Utility,IBG,43,Male,"Psychotherapist, child",Construction
4/8/2020 13:03,84545,Credit Card Installment,Duitnow,32,Male,Industrial buyer,Defence
4/26/2020 19:53,67812,Transaction,Instant Transfer,92,Female,Broadcast journalist,Automotive
2/9/2020 22:19,709,Credit Card Installment,IBG,61,Male,Chief Financial Officer,Energy
2/12/2020 2:49,14512,Credit Card Installment,Instant Transfer,85,Female,Drilling engineer,Construction
1/19/2020 4:09,75273,Transaction,IBG,33,Male,"Therapist, art",Transport Network
4/2/2020 3:04,49463,Utility,Instant Transfer,36,Male,Civil Service administrator,Transport Network
1/28/2020 7:18,99616,Utility,IBG,25,Female,Health and safety inspector,Defence
2/1/2020 14:57,8902,Transaction,Duitnow,68,Female,"Accountant, chartered",Transport Network
4/18/2020 17:42,99411,Car Installment,Duitnow,60,Female,Exercise physiologist,Energy
3/20/2020 18:43,4495,Credit Card Installment,Duitnow,39,Female,Homeopath,Finance & Banking
3/23/2020 16:04,34350,Utility,IBG,51,Male,Clinical cytogeneticist,Transport Network
4/25/2020 0:52,76727,House Installment,IBG,98,Female,Cabin crew,Eletrical & Electronic
2/24/2020 4:51,70211,Car Installment,IBG,45,Female,Probation officer,Construction
1/12/2020 19:04,99800,House Installment,IBG,79,Male,Catering manager,Finance & Banking
2/6/2020 7:46,349,Utility,Duitnow,95,Male,Water engineer,Tourism
4/5/2020 7:52,17953,Transaction,Instant Transfer,52,Female,Pensions consultant,Defence
5/1/2020 13:53,69595,House Installment,Instant Transfer,35,Female,Newspaper journalist,Oil and Gas
3/17/2020 6:52,867,Car Installment,Duitnow,86,Male,Music therapist,Eletrical & Electronic
3/9/2020 3:29,52164,Utility,IBG,99,Female,"Engineer, land",Construction
2/26/2020 18:18,73901,Car Installment,IBG,73,Female,"Teacher, primary school",Transport Network
4/5/2020 21:09,20312,Credit Card Installment,Duitnow,67,Female,"Civil engineer, contracting",Energy
3/28/2020 16:58,97780,Transaction,Duitnow,19,Male,Chiropodist,Eletrical & Electronic
5/11/2020 22:36,32069,Car Installment,Duitnow,63,Female,Paediatric nurse,Defence
1/22/2020 21:55,12527,House Installment,Instant Transfer,52,Male,Heritage manager,Eletrical & Electronic
4/27/2020 11:38,80547,Credit Card Installment,Duitnow,64,Female,Food technologist,Energy
2/10/2020 12:24,36124,House Installment,Instant Transfer,63,Male,Careers adviser,Medical Tourism
1/12/2020 22:31,43074,Transaction,Instant Transfer,57,Male,"Horticulturist, commercial",Defence
3/10/2020 12:59,34484,Car Installment,Duitnow,31,Male,Waste management officer,Energy
2/6/2020 11:58,19439,Utility,IBG,51,Female,Armed forces training and education officer,Defence
3/15/2020 3:34,97585,Transaction,Instant Transfer,87,Female,"Education officer, environmental",Eletrical & Electronic
4/23/2020 11:33,67089,Car Installment,Instant Transfer,63,Male,Land,Energy
1/13/2020 6:00,38237,House Installment,Instant Transfer,25,Male,Systems analyst,Defence
4/23/2020 12:37,12086,Car Installment,IBG,49,Female,"Teacher, secondary school",Eletrical & Electronic
1/17/2020 2:17,61557,Transaction,IBG,45,Female,Financial risk analyst,Tourism
4/11/2020 20:42,43074,Transaction,Duitnow,93,Female,"Engineer, agricultural",Construction
3/5/2020 20:30,89311,House Installment,IBG,42,Female,Set designer,Automotive
2/1/2020 22:22,97269,Transaction,Instant Transfer,58,Female,Prison officer,Construction
1/30/2020 19:18,52572,Transaction,Duitnow,60,Male,Psychotherapist,Oil and Gas
1/11/2020 15:16,12876,Credit Card Installment,IBG,84,Male,Insurance risk surveyor,Eletrical & Electronic
3/6/2020 2:21,94424,House Installment,IBG,23,Male,Accounting technician,Energy
2/17/2020 16:42,18629,Credit Card Installment,Instant Transfer,38,Male,Site engineer,Automotive
1/21/2020 10:53,39899,House Installment,Instant Transfer,88,Male,Seismic interpreter,Finance & Banking
1/18/2020 18:54,35629,House Installment,Duitnow,95,Male,Insurance underwriter,Defence
3/4/2020 5:02,66068,Transaction,Duitnow,70,Female,Technical author,Finance & Banking
4/12/2020 11:03,57083,Car Installment,Instant Transfer,35,Female,"Editor, magazine features",Eletrical & Electronic
1/4/2020 8:16,67493,Transaction,Instant Transfer,45,Female,"Development worker, community",Transport Network
3/8/2020 14:57,95982,Car Installment,Instant Transfer,80,Male,Commercial art gallery manager,Tourism
3/16/2020 6:36,23835,Credit Card Installment,Duitnow,40,Male,Medical physicist,Medical Tourism
4/6/2020 5:55,52101,Credit Card Installment,Instant Transfer,18,Female,Control and instrumentation engineer,Energy
4/8/2020 20:42,85054,Transaction,Duitnow,59,Female,Medical sales representative,Energy
1/29/2020 9:59,85221,Transaction,Instant Transfer,82,Female,"Research officer, trade union",Defence
2/11/2020 23:52,88575,House Installment,Instant Transfer,26,Female,Volunteer coordinator,Automotive
3/19/2020 8:53,93646,Utility,Instant Transfer,90,Female,Occupational therapist,Construction
1/28/2020 22:41,15549,House Installment,IBG,20,Female,Retail buyer,Finance & Banking
1/15/2020 16:21,29104,Transaction,Instant Transfer,59,Male,Travel agency manager,Medical Tourism
5/5/2020 0:47,6443,Credit Card Installment,IBG,33,Male,Commercial horticulturist,Construction
4/18/2020 4:39,24428,Transaction,IBG,64,Male,Armed forces training and education officer,Energy
4/23/2020 7:05,13505,House Installment,Instant Transfer,89,Female,"Engineer, biomedical",Oil and Gas
1/3/2020 6:43,65561,Credit Card Installment,IBG,70,Female,"Nurse, mental health",Oil and Gas
1/3/2020 11:26,17129,Credit Card Installment,Instant Transfer,20,Female,Cartographer,Medical Tourism
4/26/2020 14:04,4153,House Installment,Instant Transfer,83,Male,Energy manager,Tourism
3/17/2020 7:17,3809,Transaction,Instant Transfer,27,Male,Advertising art director,Defence
3/12/2020 8:01,88127,Car Installment,Duitnow,89,Female,"Radiographer, therapeutic",Transport Network
3/16/2020 4:19,15648,Transaction,IBG,59,Male,Broadcast journalist,Automotive
4/28/2020 11:31,4018,Credit Card Installment,IBG,86,Female,Energy manager,Eletrical & Electronic
3/31/2020 23:58,41559,Car Installment,Duitnow,54,Female,Tax adviser,Finance & Banking
4/6/2020 7:45,50837,Credit Card Installment,Duitnow,46,Female,Race relations officer,Eletrical & Electronic
3/23/2020 3:49,86681,House Installment,Instant Transfer,24,Female,Surgeon,Eletrical & Electronic
1/25/2020 4:40,80578,Utility,IBG,78,Male,Technical author,Medical Tourism
2/5/2020 21:51,4487,Utility,Instant Transfer,37,Male,"Surveyor, hydrographic",Construction
2/22/2020 17:38,96513,Credit Card Installment,Instant Transfer,86,Male,Research scientist (physical sciences),Construction
3/9/2020 16:51,13030,Utility,Duitnow,21,Female,Secretary/administrator,Tourism
4/21/2020 8:09,37270,Transaction,IBG,71,Female,Research scientist (life sciences),Eletrical & Electronic
3/28/2020 2:13,33153,Car Installment,IBG,36,Male,Heritage manager,Construction
2/28/2020 14:08,36316,Car Installment,IBG,54,Female,"Research officer, government",Oil and Gas
4/6/2020 18:09,53026,Credit Card Installment,IBG,96,Female,"Therapist, horticultural",Tourism
4/29/2020 16:34,86675,Transaction,IBG,52,Male,Press photographer,Oil and Gas
1/27/2020 8:55,95937,Credit Card Installment,Instant Transfer,27,Male,Event organiser,Oil and Gas
1/5/2020 22:32,75253,Transaction,IBG,99,Male,Licensed conveyancer,Medical Tourism
3/19/2020 21:55,17307,Credit Card Installment,IBG,20,Male,Environmental education officer,Energy
4/19/2020 2:06,31538,Car Installment,Instant Transfer,99,Female,Psychiatric nurse,Defence
2/17/2020 0:40,55565,Credit Card Installment,IBG,70,Male,Retail manager,Energy
5/3/2020 11:55,19639,Credit Card Installment,Instant Transfer,81,Female,"Producer, radio",Energy
1/8/2020 20:28,61294,Utility,IBG,93,Female,Petroleum engineer,Eletrical & Electronic
4/27/2020 13:52,74735,Utility,Duitnow,29,Female,Chartered legal executive (England and Wales),Eletrical & Electronic
3/15/2020 3:36,68440,Transaction,Instant Transfer,94,Male,Dramatherapist,Tourism
2/6/2020 12:20,42574,House Installment,IBG,75,Male,Hydrographic surveyor,Defence
4/6/2020 20:46,76540,Car Installment,IBG,52,Male,Games developer,Energy
5/5/2020 22:50,49948,Transaction,IBG,92,Female,"Designer, exhibition/display",Energy
